CODE,LABEL,YEAR,0-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85 years and over,Total,Working Age Population (15-64 years),Males,Females,Persons,Births,Total Fertility Rate (per female),Deaths,"Standardised Death Rate (per 1,000 population)",Population density,Proportion of total population,"Born in Oceania, Antarctica (exc. Australia)",Born in North-West Europe,Born in Southern & Eastern Europe,"Born in North Africa, Middle East",Born in South-East Asia,Born in North-East Asia,"Born in Southern, Central Asia",Born in Americas,Born in Sub-Saharan Africa,Total Born Overseas,Buddhism ,Christianity ,Hinduism ,Islam,Judaism ,Other Religions ,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation",Inadequately described or not stated ,Australian citizen,Not an Australian citizen,Australian Citizenship - Not stated,Proportion of total population
36960,Torres Strait Island (R),2016,34.9,16.6,15.7,11,9.1,8,3.5,1.1,0.1,"4,775",60.4,24,24.1,24.1,94,2.8,26,-,9.7,91.7,3.7,0.2,-,-,-,-,-,0.1,-,3.9,-,77.3,-,-,0.3,4.7,7.5,10.3,95.6,1.5,3,86.4
36960,Torres Strait Island (R),2017,34,16.6,16.1,11.3,8.9,8.1,3.6,1.2,0.2,"4,861",61.1,24.5,25,24.8,-,-,12,-,9.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37010,Townsville (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.1,3.4,4.6,0.7,0.2,1.4,0.5,0.7,0.7,1,13.3,-,-,-,-,-,-,-,-,86.7,5.9,7.5,6
37010,Townsville (C),2012,20.7,16.3,15.3,14.2,13.2,10.1,6.1,3,1.1,"183,612",69.1,32.9,33.8,33.3,"2,831",2,937,6.4,49.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37010,Townsville (C),2013,20.7,16.1,15.4,14,13.1,10.3,6.3,3.1,1.1,"186,519",68.8,32.9,33.9,33.4,"2,878",2,922,6.1,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37010,Townsville (C),2014,20.7,16,15.4,13.8,13,10.4,6.6,3.1,1.1,"188,777",68.5,32.9,34.2,33.5,"2,875",2,958,6,50.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37010,Townsville (C),2015,20.6,15.9,15.3,13.5,12.9,10.5,6.9,3.2,1.2,"190,011",68.2,33,34.4,33.7,"2,808",2,"1,040",6,50.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37010,Townsville (C),2016,20.5,16,15.3,13.2,12.9,10.7,7.1,3.3,1.1,"191,348",68,33,34.5,33.8,"2,679",1.9,966,6,51.3,7,3.2,4.2,0.7,0.3,1.7,0.6,1,0.8,1.2,13.7,0.8,58.4,0.5,0.5,-,0.5,28.9,10.3,86,5.7,8.3,7.2
37010,Townsville (C),2017,20.3,15.8,15.3,13.1,12.7,10.9,7.3,3.5,1.1,"192,988",67.8,33.1,34.9,34,-,-,"1,121",6.2,51.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37300,Weipa (T),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.5,3.8,2.6,0.4,-,1.9,0.3,0.3,0.4,1,10.6,-,-,-,-,-,-,-,-,82.2,5.8,12.1,8.7
37300,Weipa (T),2012,25.6,12.8,19.2,18.3,13.9,8.3,1.8,0.1,-,"3,684",72.5,32.5,29.4,31,79,2.3,7,-,340.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37300,Weipa (T),2013,25.8,12.4,19,17.9,14.2,8.2,2,0.3,0.1,"3,811",71.8,32.7,29.8,31.3,89,2.5,9,-,352.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37300,Weipa (T),2014,26.1,12.1,18.8,17.9,14.5,8.1,2.1,0.2,0.2,"3,863",71.4,32.6,30.2,31.4,86,2.7,14,-,357,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37300,Weipa (T),2015,26.4,11.6,18.4,17.9,14.9,8.2,2.1,0.2,0.3,"3,964",71,32.7,30.7,31.6,68,2.6,7,-,366.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37300,Weipa (T),2016,26.7,11.5,18.4,17.5,15.2,8.3,2.2,0.1,-,"4,040",71,32.2,31.1,31.6,78,2.4,4,-,373.3,19.6,3.5,2.3,0.2,-,2.3,0.2,0.3,0.5,0.6,10.1,1.2,56,0.2,-,-,0.4,29.6,12.4,85.6,4.4,10,8.5
37300,Weipa (T),2017,26.9,10.9,17.6,17.3,15.6,8.8,2.5,0.3,-,"4,157",70.3,32.6,31.7,32.2,-,-,11,-,384.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37310,Western Downs (R),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.5,1.6,2.2,0.3,0.1,0.9,0.2,0.2,0.3,0.6,6.3,-,-,-,-,-,-,-,-,88.7,3.4,7.9,2.3
37310,Western Downs (R),2012,23.1,12.5,12.3,13.5,13.2,11.5,8.1,4.4,1.6,"32,899",62.9,36.6,37,36.8,558,2.7,253,6.6,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37310,Western Downs (R),2013,22.9,12.6,12.5,13.2,13.2,11.4,8.2,4.3,1.6,"33,415",63,36.5,36.9,36.7,517,2.7,242,6.8,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37310,Western Downs (R),2014,22.6,12.6,12.6,13,13.4,11.3,8.4,4.4,1.7,"33,744",62.9,36.5,37.2,36.8,508,2.6,218,6.5,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37310,Western Downs (R),2015,22.5,12.4,12.8,12.8,13.3,11.5,8.5,4.6,1.6,"33,867",62.8,36.6,37.2,36.9,462,2.4,259,6.5,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37310,Western Downs (R),2016,22.5,12.3,12.9,12.6,13.3,11.4,8.7,4.6,1.7,"34,049",62.5,36.6,37.3,37,510,2.4,232,6.2,0.9,5.6,1.6,2,0.3,0.1,1.5,0.2,0.5,0.3,0.6,7.1,0.4,68.6,0.4,0.2,-,0.4,17.4,12.6,85.2,3.8,10.9,3.5
37310,Western Downs (R),2017,22.5,12.2,12.7,12.4,13.3,11.5,9,4.7,1.8,"34,438",62,37,37.4,37.2,-,-,213,6,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37340,Whitsunday (R),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.3,3.8,5.6,0.7,0.1,1.3,0.9,0.2,0.6,0.8,14.1,-,-,-,-,-,-,-,-,81.7,7,11.3,4.6
37340,Whitsunday (R),2012,18.4,12.4,15.7,14.2,14.6,12.7,7.5,3.4,1.1,"33,397",69.6,37.6,37.7,37.7,473,2,196,6.6,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37340,Whitsunday (R),2013,18.5,12.2,15.8,14.2,14.3,12.7,7.8,3.4,1.1,"34,113",69.1,37.7,37.9,37.8,452,1.9,217,6.6,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37340,Whitsunday (R),2014,18.6,12,15.8,13.9,14,13,8.2,3.5,1.1,"34,362",68.7,37.8,37.9,37.8,425,1.9,198,6.5,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37340,Whitsunday (R),2015,18.5,11.9,15.8,13.6,13.7,13.1,8.6,3.6,1.2,"34,509",68.2,38,37.9,38,430,1.8,197,6.4,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37340,Whitsunday (R),2016,18.5,11.7,15.8,13.3,13.5,13.3,9,3.8,1.1,"34,538",67.5,38.2,37.9,38.1,392,1.7,233,6.4,1.5,4.9,3.8,5.2,0.7,0.1,1.8,1.6,0.5,0.7,0.8,15.3,1.2,54.4,0.2,0.2,0.1,0.3,28.7,14.9,78.8,8.4,12.9,6.3
37340,Whitsunday (R),2017,18.3,11.3,15.9,13.1,13.4,13.5,9.5,3.9,1.1,"34,784",67.2,38.6,38.2,38.4,-,-,206,6.4,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37400,Winton (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.8,1.9,1.9,1,-,0.4,-,-,0.3,-,5.6,-,-,-,-,-,-,-,-,94,1.9,3.7,1.7
37400,Winton (S),2012,19.3,9.1,12.3,11.4,14.8,14.6,10.9,6.3,1.3,"1,345",62.2,46.1,40.4,43.7,29,3.5,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37400,Winton (S),2013,18.8,9.1,11.8,11.2,14.7,14.3,12.1,6.6,1.4,"1,312",61.1,47,41.3,44.3,26,3.8,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37400,Winton (S),2014,18.2,9.4,11.5,12,13.6,14.6,12.1,6.5,2.2,"1,276",61.1,47.6,40.4,44.4,24,3.4,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37400,Winton (S),2015,17.3,10.5,11.1,11,14.2,15.2,12.7,5.6,2.4,"1,222",62,48.2,40.4,45.1,7,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37400,Winton (S),2016,16.5,10.6,11.5,10.9,14.4,15.1,12.8,5.9,2.3,"1,154",62.5,47.2,43.3,45.5,12,1.9,12,-,-,8.7,1.3,2.6,0.6,-,-,-,-,-,-,4.7,-,67.8,-,-,0.3,1.1,19.2,11.7,87.6,2.1,10.1,1.7
37400,Winton (S),2017,16.8,9.6,12.4,10.3,14.7,15.3,12.4,6.3,2.3,"1,148",62.3,47.8,42.3,45.6,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37550,Woorabinda (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99.2,-,1.4,2
37550,Woorabinda (S),2012,34.1,19.1,13,11,11.4,7.9,1.7,1.4,0.3,984,62.4,22.6,23.9,23,24,4.4,7,-,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37550,Woorabinda (S),2013,32.8,19.7,13.4,10.9,11.4,7.8,2.6,1.2,0.3,986,63.1,22.9,25,23.7,37,-,15,-,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37550,Woorabinda (S),2014,33.1,19.6,12.9,10.9,11.5,7.7,3.4,0.5,0.3,990,62.6,23.2,24.7,23.8,22,-,3,-,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37550,Woorabinda (S),2015,33.2,19.9,13.5,11,10.6,6.8,4.7,0.2,0.1,989,61.9,23,24.9,23.8,24,3.6,4,-,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37550,Woorabinda (S),2016,34.3,20.8,12.9,11.4,10.6,6.6,2.6,0.7,-,999,62.4,22.6,23.5,23.1,58,4.4,10,-,2.6,94.1,0.4,0.3,-,-,-,-,-,-,-,1.5,-,72,-,-,-,1.1,19.6,7.6,96.4,0.3,3.3,9.4
37550,Woorabinda (S),2017,34,19,15.1,10.3,10.9,6.6,3,0.9,0.1,998,62,22.8,24.2,23.2,-,-,3,-,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37570,Wujal Wujal (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.4,-,1.1,45.4
37570,Wujal Wujal (S),2012,23.3,23.7,11.5,15.7,12.2,9.4,2.8,1,0.3,287,72.5,26.8,24.9,26.7,-,-,-,-,24.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37570,Wujal Wujal (S),2013,20.8,22.1,15.6,12.8,14.2,10.7,2.8,0.7,0.3,289,75.4,27.3,29.5,27.8,5,-,-,-,24.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37570,Wujal Wujal (S),2014,20.3,20.6,17.2,12.4,15.5,11.3,2.4,0.3,-,291,77,28.4,30.5,28.6,8,-,6,-,24.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37570,Wujal Wujal (S),2015,19.5,20.9,18.1,11.5,17.8,10.5,1.7,-,-,287,78.7,29,29.5,29.2,9,-,3,-,24.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37570,Wujal Wujal (S),2016,23.3,16.8,18.2,13.7,13,10.6,2.7,0.3,1.4,292,72.3,28.8,28.7,28.7,3,-,-,-,24.7,93.6,-,1.4,-,-,-,-,-,-,-,1.4,-,87.9,-,-,-,-,7.1,2.8,96.8,-,1.4,66
37570,Wujal Wujal (S),2017,24.5,16.1,17.1,13.1,12.4,10.7,4,0.7,1.3,298,69.5,31.2,29.5,29.8,-,-,3,-,25.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37600,Yarrabah (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99.6,-,0.3,17.2
37600,Yarrabah (S),2012,35,19.9,13.8,11.8,11.4,5.3,2,0.5,0.3,"2,643",62.1,21.9,22.5,22.3,66,3.7,6,-,16.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37600,Yarrabah (S),2013,34.9,19.5,14.1,11.2,11.4,5.5,2.5,0.6,0.3,"2,686",61.7,22.4,22.7,22.6,52,3.3,14,-,16.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37600,Yarrabah (S),2014,35,19.2,14.1,11.2,11.4,5.9,2.4,0.5,0.3,"2,694",61.8,22.3,22.9,22.6,41,2.6,12,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37600,Yarrabah (S),2015,34.9,19.2,14.2,10.7,11.3,6.5,2.3,0.7,0.3,"2,695",61.9,22.5,23,22.7,88,3,15,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37600,Yarrabah (S),2016,34.5,19.1,15,10.6,11.1,6.7,2.4,0.7,-,"2,702",62.5,22.6,23.2,22.9,51,2.9,12,-,17,97.4,0.1,0.1,-,-,-,-,-,-,-,0.1,-,88,-,-,-,0.7,7.3,3.8,99.1,-,0.9,11.8
37600,Yarrabah (S),2017,35.4,18.4,14.9,10.2,10.6,7,2.6,1,-,"2,800",61.1,22.4,23,22.7,-,-,11,-,17.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39499,No usual address (Qld),2012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39499,No usual address (Qld),2013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39499,No usual address (Qld),2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39499,No usual address (Qld),2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39499,No usual address (Qld),2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39499,No usual address (Qld),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39799,Migratory - Offshore - Shipping (Qld),2012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39799,Migratory - Offshore - Shipping (Qld),2013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39799,Migratory - Offshore - Shipping (Qld),2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39799,Migratory - Offshore - Shipping (Qld),2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39799,Migratory - Offshore - Shipping (Qld),2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39799,Migratory - Offshore - Shipping (Qld),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40070,Adelaide (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,1.3,7.4,2.7,2.3,8.5,12.4,3.2,1.9,1.1,40.7,-,-,-,-,-,-,-,-,60.5,28.5,10.9,31.6
40070,Adelaide (C),2012,6,28.2,23.6,11.2,9.7,9.9,6.6,3.1,1.8,"21,537",82.5,31.4,29.7,30.6,158,0.9,105,4.9,1382.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40070,Adelaide (C),2013,6.2,28.1,23.4,11.1,9.6,9.6,7,3.1,1.8,"22,143",81.9,31.5,29.8,30.6,134,0.9,101,4.9,1421.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40070,Adelaide (C),2014,6.2,28.2,23.4,11,9.6,9.4,7.3,3.2,1.7,"22,624",81.6,31.5,29.8,30.7,139,0.9,131,5.3,1452.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40070,Adelaide (C),2015,6,28.4,23.5,10.7,9.5,9.3,7.6,3.2,1.7,"23,085",81.4,31.5,29.8,30.7,145,0.8,119,5.4,1482.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40070,Adelaide (C),2016,5.8,28.5,23.5,10.5,9.6,9.2,7.9,3.2,1.7,"23,552",81.3,31.6,29.9,30.8,142,0.8,132,5.6,1512.3,1.2,1.1,6.4,2.8,2.2,7.4,17.5,3.2,2.5,1.1,44.2,4.1,30.9,2,2.7,0.1,0.6,44.9,14.6,56.6,32,11.4,36.3
40070,Adelaide (C),2017,5.6,29,23,10.5,9.4,9.4,8,3.4,1.6,"24,193",81.3,31.9,29.8,30.8,-,-,133,5.5,1553.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40120,Adelaide Hills (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,1,11.6,1.5,0.6,0.7,0.4,0.5,0.9,0.8,18,-,-,-,-,-,-,-,-,91.5,4.6,3.9,5.4
40120,Adelaide Hills (DC),2012,19.4,12.8,8.2,14,16.3,15.2,8.9,3.8,1.4,"39,720",66.4,41.8,42.7,42.3,367,2,195,4.8,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40120,Adelaide Hills (DC),2013,19.3,12.7,8.2,13.7,16.1,15.1,9.5,3.9,1.5,"39,687",65.8,42.2,43,42.6,381,2,179,4.4,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40120,Adelaide Hills (DC),2014,19.2,12.7,8.2,13.2,16,15,10,4.1,1.5,"39,657",65.2,42.6,43.3,43,374,2,209,4.6,49.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40120,Adelaide Hills (DC),2015,19,12.5,8.3,12.9,15.9,15,10.4,4.2,1.6,"39,630",64.7,43,43.7,43.4,336,1.9,197,4.4,49.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40120,Adelaide Hills (DC),2016,18.9,12.2,8.4,12.5,15.9,15.1,11,4.3,1.7,"39,632",64,43.4,44,43.8,374,1.9,201,4.4,49.9,0.6,1,10.8,1.5,0.3,0.9,0.5,0.2,0.9,0.9,16.9,1.1,46.1,0.1,0.1,0.1,0.4,43,9.1,90.9,4.1,4.9,5.6
40120,Adelaide Hills (DC),2017,18.9,12.3,8.1,12.1,15.8,15,11.4,4.6,1.8,"39,652",63.4,43.7,44.3,44,-,-,211,4.2,49.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40220,Alexandrina (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,0.9,13.4,0.8,-,0.5,0.2,0.2,0.4,0.5,16.8,-,-,-,-,-,-,-,-,91.4,4.7,3.9,2.8
40220,Alexandrina (DC),2012,16.6,10.1,8.1,11.5,13.6,15.7,14.4,7.4,2.5,"24,693",59.1,47.5,48.5,48,221,2.1,206,5.2,13.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40220,Alexandrina (DC),2013,16.5,10,8.1,11.3,13.3,15.7,14.8,7.6,2.6,"25,203",58.5,47.9,48.9,48.4,212,2,212,5.1,13.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40220,Alexandrina (DC),2014,16.4,9.9,8.1,11.2,13.1,15.6,15.3,7.7,2.7,"25,705",57.8,48.3,49.3,48.8,231,2,232,5,14.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40220,Alexandrina (DC),2015,16.2,9.6,8.2,10.8,12.9,15.7,15.6,7.9,3,"26,203",57.2,48.8,49.7,49.3,224,2,230,4.9,14.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40220,Alexandrina (DC),2016,16,9.3,8.2,10.4,12.9,15.5,16.3,8.4,3.1,"26,562",56.2,49.6,50.3,50,213,1.9,253,5,14.5,1.5,1,12.6,0.8,0.1,0.6,0.2,0.2,0.4,0.4,16.2,0.7,48.3,0.1,0.1,-,0.5,40.1,10.2,89.7,4.1,6.2,2.6
40220,Alexandrina (DC),2017,15.7,9.3,8.3,10,12.7,15.5,16.6,8.8,3.2,"26,792",55.7,49.9,50.8,50.4,-,-,283,5,14.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40250,Anangu Pitjantjatjara (AC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86.1,0.1,0.4,0.7,-,-,-,-,0.1,-,1.3,-,-,-,-,-,-,-,-,98.5,0.3,1.4,82.2
40250,Anangu Pitjantjatjara (AC),2012,25,20.5,18.7,13.8,9.7,7.2,3.1,1.3,0.8,"2,651",69.8,27,26.7,26.9,31,1.5,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40250,Anangu Pitjantjatjara (AC),2013,24.6,20.9,17.8,14.5,9.9,7.2,3,1.4,0.7,"2,622",70.3,27.4,27,27.2,37,1.4,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40250,Anangu Pitjantjatjara (AC),2014,24.3,20.9,17.5,14.5,10.1,7.3,3.1,1.6,0.7,"2,605",70.3,27.7,27.2,27.4,39,1.3,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40250,Anangu Pitjantjatjara (AC),2015,24.1,21,17.6,14,10.9,7.3,2.9,1.3,0.9,"2,568",70.8,27.7,27.3,27.5,41,1.5,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40250,Anangu Pitjantjatjara (AC),2016,24.7,20.2,18.5,13.6,11.5,7,3.1,0.9,0.4,"2,498",70.8,26.9,27.7,27.3,34,1.5,16,-,-,83.6,1.3,0.7,0.3,0.2,-,-,-,-,0.4,2.9,0.1,48.4,-,0.6,-,5.8,27,18,91.9,1.1,6.8,75.5
40250,Anangu Pitjantjatjara (AC),2017,24.7,19.3,19.2,13.5,11.7,6.9,3.6,1,0.4,"2,523",70.4,27.4,28.4,27.8,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40310,Barossa (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,0.9,9.3,0.6,0.1,0.3,0.2,0.1,0.3,0.3,12.1,-,-,-,-,-,-,-,-,92.7,3.9,3.4,2.3
40310,Barossa (DC),2012,19.7,10.9,10.6,13.6,14.5,13.5,9.4,5.4,2.4,"22,853",63.1,41,42.6,41.8,240,2.2,183,5.4,25.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40310,Barossa (DC),2013,19.6,10.8,10.4,13.5,14.3,13.7,9.8,5.4,2.5,"23,138",62.8,41.3,42.9,42.2,240,2.1,187,5.5,25.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40310,Barossa (DC),2014,19.4,10.9,10.4,13.1,14.2,13.9,10,5.5,2.6,"23,468",62.5,41.6,43.4,42.6,234,2,192,5.7,26.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40310,Barossa (DC),2015,19,11.1,10.3,12.8,14.1,14,10.5,5.5,2.6,"23,829",62.3,41.9,43.8,43,228,1.9,196,5.6,26.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40310,Barossa (DC),2016,19,11,10,12.6,14.1,14.2,10.9,5.6,2.5,"24,200",61.9,42,44.2,43.1,224,1.9,178,5.3,27.1,0.9,0.9,8.4,0.5,0.1,0.4,0.2,0.2,0.4,0.4,11.4,0.4,56.2,0.1,-,0.1,0.3,34.1,8.7,91.2,3.4,5.4,2.3
