CODE,LABEL,YEAR,0-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85 years and over,Total,Working Age Population (15-64 years),Males,Females,Persons,Births,Total Fertility Rate (per female),Deaths,"Standardised Death Rate (per 1,000 population)",Population density,Proportion of total population,"Born in Oceania, Antarctica (exc. Australia)",Born in North-West Europe,Born in Southern & Eastern Europe,"Born in North Africa, Middle East",Born in South-East Asia,Born in North-East Asia,"Born in Southern, Central Asia",Born in Americas,Born in Sub-Saharan Africa,Total Born Overseas,Buddhism ,Christianity ,Hinduism ,Islam,Judaism ,Other Religions ,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation",Inadequately described or not stated ,Australian citizen,Not an Australian citizen,Australian Citizenship - Not stated,Proportion of total population
40310,Barossa (DC),2017,19,11.2,9.9,12.3,14,14.2,11.2,5.8,2.4,"24,482",61.6,41.9,44.3,43.2,-,-,213,5.4,27.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40430,Barunga West (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,0.3,6.4,0.5,-,0.4,0.2,-,-,0.1,7.9,-,-,-,-,-,-,-,-,93,2.4,4.6,0.9
40430,Barunga West (DC),2012,14.2,8.2,6.8,11.7,15.1,16.8,14.2,9.1,3.9,"2,488",58.6,50.3,51.8,51,18,2.6,29,-,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40430,Barunga West (DC),2013,13.1,8.2,7,11.1,15.7,16.5,15.3,9.1,4,"2,495",58.5,51.5,52.6,51.9,20,2.3,24,-,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40430,Barunga West (DC),2014,12.5,7.6,7.2,10.7,15.6,16.3,17.1,8.8,4.1,"2,521",57.4,52.2,53.4,52.8,21,-,24,-,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40430,Barunga West (DC),2015,12.4,7.3,7.3,9.6,15.5,16.4,18.6,8.9,4,"2,542",56.1,53.1,54.4,53.8,28,-,28,-,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40430,Barunga West (DC),2016,14.8,7.3,6.7,9.4,13.7,17.9,17.4,8.8,4.1,"2,592",54.9,53.5,54.5,54,16,-,45,-,1.6,2.2,0.5,5.9,0.2,-,0.6,0.1,0.1,0.3,0.2,7.8,0.3,59,-,-,-,0.2,30.9,9.4,91.1,1.7,7,0.7
40430,Barunga West (DC),2017,14.2,7,7.5,8.5,13.2,18,18.1,8.5,5.1,"2,568",54.1,54.2,55.3,54.7,-,-,29,-,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40520,Berri and Barmera (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.3,0.5,4.9,3.5,0.2,0.7,0.3,1.2,0.1,0.2,11.8,-,-,-,-,-,-,-,-,90.7,3.8,5.5,9.7
40520,Berri and Barmera (DC),2012,19.4,11.2,10.8,12.5,14.1,13.9,9.2,6.4,2.4,"10,779",62.6,41,43.3,42.1,122,2.1,94,7.1,22.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40520,Berri and Barmera (DC),2013,19.1,11.2,10.8,12,13.9,14.4,9.6,6.5,2.6,"10,804",62.3,41.6,43.7,42.7,124,2.1,112,7,22.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40520,Berri and Barmera (DC),2014,18.9,11,10.7,11.8,13.7,14.5,10,6.6,2.8,"10,847",61.7,42.3,44.1,43.3,112,2,99,6.5,22.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40520,Berri and Barmera (DC),2015,18.5,11.3,10.4,11.5,13.5,14.8,10.4,6.6,3,"10,854",61.4,42.9,44.6,43.8,116,2,102,6.4,22.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40520,Berri and Barmera (DC),2016,18.4,11.1,10.5,10.9,13.5,14.7,11.4,6.5,3,"10,835",60.7,43.3,45.1,44.2,130,2,108,6.1,22.8,4.4,0.7,4.8,3.1,0.3,0.8,0.3,1.2,0.2,0.4,11.8,0.5,52.4,0.2,0.3,-,1.8,35.3,9.5,89.8,3.7,6.5,9.1
40520,Berri and Barmera (DC),2017,17.9,11.7,10,10.6,13.4,15,11.7,6.8,3,"10,841",60.6,44,45.7,44.9,-,-,99,6,22.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40700,Burnside (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,1.2,8.3,4,1,3.4,4.7,2.3,1.2,1.1,27.2,-,-,-,-,-,-,-,-,85.6,10,4.4,19
40700,Burnside (C),2012,15.9,14,9.8,11.9,14.3,13.6,10.4,6.6,3.6,"44,282",63.6,42.4,45,43.8,309,1.4,426,4.9,1609.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40700,Burnside (C),2013,16.2,13.7,10.1,12,13.9,13.4,10.7,6.5,3.6,"44,457",63,42.2,44.8,43.6,342,1.4,325,4.6,1615.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40700,Burnside (C),2014,16.6,13.4,10.2,12.1,13.7,13.2,10.9,6.5,3.6,"44,678",62.5,42.2,44.6,43.5,333,1.4,378,4.4,1623.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40700,Burnside (C),2015,16.9,13.3,10,12.1,13.6,13,11,6.3,3.6,"44,938",62.1,42.2,44.4,43.4,341,1.4,378,4.3,1633,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40700,Burnside (C),2016,17.2,13.3,9.6,12.1,13.7,12.8,11.2,6.3,3.7,"45,216",61.6,42.3,44.3,43.4,345,1.4,343,4.3,1643.1,0.3,1.1,7.3,3.4,1.4,4.1,7.2,3.5,1.3,1.1,30.4,2.7,49,2,1.3,0.3,0.8,36.1,7.9,82.9,12.5,4.6,24.1
40700,Burnside (C),2017,17.2,13.5,9.4,12,13.7,12.7,11.3,6.4,3.7,"45,491",61.3,42.2,44.3,43.4,-,-,346,4.2,1653.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40910,Campbelltown (C) (SA),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.7,6.5,11.1,1.6,3,4.5,3.4,0.9,1.1,32.7,-,-,-,-,-,-,-,-,83.9,12.5,3.6,33
40910,Campbelltown (C) (SA),2012,16.5,13.3,12.6,13.7,13.5,10.6,9.9,6.9,2.8,"50,244",63.8,39,42.5,40.8,526,1.7,408,5.1,2063.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40910,Campbelltown (C) (SA),2013,16.6,13.2,12.7,13.5,13.6,10.6,9.9,7.1,2.9,"50,476",63.5,39.1,42.7,41,560,1.7,401,4.9,2073.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40910,Campbelltown (C) (SA),2014,16.5,13,13,13.2,13.6,10.6,9.9,7.1,3,"50,717",63.4,39.1,42.8,41,544,1.7,420,4.9,2083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40910,Campbelltown (C) (SA),2015,16.5,12.9,13.1,13,13.7,10.8,9.7,7.2,3.1,"50,937",63.4,39,42.9,41,539,1.7,388,4.7,2092,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40910,Campbelltown (C) (SA),2016,16.6,12.8,13,12.8,13.7,10.8,9.6,7.4,3.3,"51,080",63.1,39.1,43,41.1,545,1.6,455,4.8,2097.9,0.6,0.7,5.6,9.6,1.9,3.5,6,4.8,0.9,1,34,2.4,58.4,2.5,1.5,0.1,2.1,26.2,6.9,82.8,13.5,3.7,34.6
40910,Campbelltown (C) (SA),2017,16.7,12.6,13.1,12.6,13.6,11.1,9.5,7.5,3.3,"51,165",63,38.9,43.1,41,-,-,443,4.8,2101.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41010,Ceduna (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.8,1.6,2.9,0.5,0.1,0.8,0.1,0.3,0.2,0.2,6.8,-,-,-,-,-,-,-,-,92,2.9,5.1,6.5
41010,Ceduna (DC),2012,21,12.9,12.9,13.7,13.6,12.9,8.5,3.3,1.2,"3,594",66,38.8,36.6,37.8,48,2.3,34,10.2,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41010,Ceduna (DC),2013,20.7,13.2,12.7,13.2,13,13.8,8.6,3.5,1.4,"3,574",65.8,39.2,37,38,50,2.3,26,9,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41010,Ceduna (DC),2014,20.7,13.2,12.5,12.4,12.8,13.8,8.9,4,1.5,"3,577",64.8,39.3,37.3,38.2,42,2,29,8.2,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41010,Ceduna (DC),2015,20.7,12.9,12.9,11.9,13,13.1,9.6,3.8,2.1,"3,574",63.8,39.2,37.4,38.1,48,2,17,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41010,Ceduna (DC),2016,20.8,12.9,12.9,11.7,12.5,14,9.7,3.8,1.9,"3,566",63.9,38.6,37.4,38,69,2.3,37,7,0.7,21.8,1.1,2.4,0.6,-,1,0.3,0.5,0.4,0.3,6.6,0.4,50.1,0.2,-,-,0.6,32.8,15.6,86.4,2.9,10.7,6.8
41010,Ceduna (DC),2017,21,12.2,13.3,11.1,12.6,14.1,9.9,4,1.9,"3,549",63.3,38.8,37.2,37.8,-,-,31,7.3,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41060,Charles Sturt (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,0.8,6.5,9.9,1,3.4,1.3,2.7,0.6,1.1,27.3,-,-,-,-,-,-,-,-,86.5,9,4.6,27
41060,Charles Sturt (C),2012,15.7,12.9,13.6,13.8,13.9,11.8,8.7,6.4,3.1,"110,050",66,39.5,42.2,40.9,"1,254",1.8,967,5.5,2008.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41060,Charles Sturt (C),2013,15.8,12.9,13.7,13.5,13.9,11.9,8.8,6.3,3.2,"111,324",66,39.4,42.3,40.9,"1,272",1.7,975,5.5,2031.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41060,Charles Sturt (C),2014,15.8,12.8,14,13.2,13.9,12,8.9,6.1,3.2,"112,846",65.9,39.3,42.2,40.8,"1,321",1.7,985,5.5,2059.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41060,Charles Sturt (C),2015,15.8,12.7,14.4,12.9,13.9,12.1,9.1,6,3.1,"114,125",65.9,39.2,42.1,40.7,"1,257",1.7,"1,055",5.6,2083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41060,Charles Sturt (C),2016,15.7,12.7,14.5,12.6,13.8,12.2,9.3,6,3.2,"114,980",65.8,39.3,42.1,40.7,"1,310",1.7,"1,010",5.6,2098.7,1.4,0.8,6,8.4,1.2,4,1.7,3.3,0.8,1.3,27.5,2.8,54.8,1.3,2.3,-,1.2,29.6,8.1,85.5,9.2,5.3,27.3
41060,Charles Sturt (C),2017,15.8,12.5,14.4,12.6,13.8,12.2,9.5,6,3.2,"116,009",65.5,39.3,42.2,40.7,-,-,"1,027",5.6,2117.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41140,Clare and Gilbert Valleys (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.6,6.8,0.4,0.1,0.5,0.1,0.3,0.3,0.3,9.3,-,-,-,-,-,-,-,-,93.6,2.7,3.7,1.8
41140,Clare and Gilbert Valleys (DC),2012,19.4,10.3,10.1,11.9,14.4,14.6,11,5.6,2.6,"8,963",61.4,43.3,44.2,43.8,125,2.5,85,7.4,4.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41140,Clare and Gilbert Valleys (DC),2013,19.1,9.9,10.3,11.3,14.5,15.1,11.3,5.7,2.7,"9,068",61.2,44.2,44.8,44.5,89,2.4,94,6.8,4.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41140,Clare and Gilbert Valleys (DC),2014,18.9,9.7,10.5,11,14.5,15.2,11.9,5.5,2.9,"9,138",60.9,44.7,45.2,44.9,95,2.2,87,6.3,4.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41140,Clare and Gilbert Valleys (DC),2015,18.5,9.6,10.7,10.8,14.2,15.4,12.4,5.6,2.9,"9,204",60.6,45.2,45.5,45.4,88,1.9,84,6.1,4.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41140,Clare and Gilbert Valleys (DC),2016,18.4,9.1,10.9,10.2,14.1,16,12.7,5.7,2.8,"9,244",60.3,46,46.1,46,97,2,73,5.3,4.9,1.2,0.6,6.5,0.4,0.1,0.6,0.2,0.3,0.4,0.4,9.4,0.4,57.6,0.1,0.1,-,0.5,32,9.3,90.4,3.2,6.4,2.2
41140,Clare and Gilbert Valleys (DC),2017,17.9,9.4,10.7,9.8,13.9,16.1,13.3,6.2,2.7,"9,317",59.9,46.5,46.7,46.6,-,-,76,5.1,4.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41190,Cleve (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,0.3,2.7,0.2,-,0.2,-,-,0.4,0.6,4.4,-,-,-,-,-,-,-,-,95.5,1.7,2.7,1.3
41190,Cleve (DC),2012,19.7,8.5,9.6,12.5,15.3,14.9,9.9,6.1,3.6,"1,806",60.8,43.5,45.9,44.8,34,4.6,44,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41190,Cleve (DC),2013,20,8.1,9.7,12.1,15.3,15.4,9.7,5.8,3.8,"1,806",60.7,43.9,45.6,45,18,-,9,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41190,Cleve (DC),2014,20,7.5,10.3,11.7,15.1,15.4,10.2,5.9,4,"1,809",59.9,44,45.9,45.4,25,-,5,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41190,Cleve (DC),2015,20.6,7.5,10.5,12.3,14.3,15.5,10.1,5.5,3.8,"1,803",60,43.7,45.2,44.4,23,-,27,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41190,Cleve (DC),2016,20.2,9.3,11.2,11.1,14.3,15.2,10.4,4.9,3.5,"1,816",61.1,42.8,43.7,43.4,16,-,16,-,0.4,0.5,0.7,2.6,0.2,-,0.3,-,-,0.5,0.4,4.7,0.3,63.1,-,-,-,0.2,26.9,9.2,92,1.5,6.5,1.1
41190,Cleve (DC),2017,19.4,9.8,11.5,10.9,14.1,15,10.9,4.7,3.7,"1,820",61.3,42.8,44,43.5,-,-,13,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41330,Coober Pedy (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.2,1.1,6.8,12.2,0.2,1.4,0.4,3.2,0.4,0.3,26.1,-,-,-,-,-,-,-,-,82.1,7.6,10.4,24.1
41330,Coober Pedy (DC),2012,15.9,9.5,11.7,11.8,15.9,14.9,15.4,4.3,0.6,"1,787",63.8,48.8,39.1,45.7,19,2.5,23,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41330,Coober Pedy (DC),2013,16.1,8.8,12.7,11.3,16.3,14.3,15,4.9,0.6,"1,811",63.4,48.9,40,45.7,22,2.3,16,-,23.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41330,Coober Pedy (DC),2014,16,8.3,13.6,11.1,16.3,14.1,14.8,5.1,0.6,"1,825",63.5,49.3,40.7,45.7,24,2.2,13,-,23.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41330,Coober Pedy (DC),2015,16,8.6,14.7,10.4,15.8,13.7,14.7,5.5,0.6,"1,822",63.2,49.1,40.8,45.3,15,2,16,-,23.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41330,Coober Pedy (DC),2016,17.1,8.6,14.7,9.6,15.3,14,14.3,5.9,0.4,"1,818",62.2,49.7,39.5,44.9,28,2.1,22,-,23.4,16.8,1,5.8,10.1,0.2,2.4,0.5,5.5,0.6,0.4,26,2.7,45.1,0.5,1.6,-,0.7,31,18.7,76.3,8.6,15.1,24.5
41330,Coober Pedy (DC),2017,17.9,7.9,15.2,10.1,13.7,14.1,14,6.5,0.5,"1,837",61,49.8,38.4,43.9,-,-,23,-,23.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41560,Copper Coast (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,0.5,7.5,0.7,-,0.3,0.1,0.2,0.2,0.3,9.8,-,-,-,-,-,-,-,-,93.1,3.1,3.9,1.9
41560,Copper Coast (DC),2012,17.1,10.1,8.9,10.2,13.7,15.4,14.3,7.6,2.7,"13,466",58.3,47,48.9,48,132,2.2,158,6.9,17.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41560,Copper Coast (DC),2013,16.9,10.1,8.9,10,13.8,15.3,14.5,7.8,2.8,"13,747",58,47.3,49.3,48.4,145,2.3,140,6.4,17.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41560,Copper Coast (DC),2014,16.5,10,9.1,9.6,13.6,15.7,14.8,8,2.8,"14,024",57.9,47.7,49.9,48.9,136,2.2,134,6,18.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41560,Copper Coast (DC),2015,16.2,9.9,9.2,9.2,13.4,15.7,15.1,8.3,3,"14,266",57.3,48.3,50.3,49.4,137,2.2,159,5.7,18.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41560,Copper Coast (DC),2016,16,9.6,9.5,8.8,13.2,15.7,15.8,8.4,3,"14,472",56.9,48.8,50.8,49.8,125,2,158,5.8,18.7,2.7,0.6,6.3,0.8,0.1,0.4,0.2,0.4,0.1,0.4,9.1,0.5,53.7,0.2,0.1,-,0.3,34.8,10.4,89.7,3,7.3,2.1
41560,Copper Coast (DC),2017,16.1,9.8,9.3,8.9,12.6,15.8,16,8.6,3,"14,652",56.4,49,51.2,50,-,-,180,6.3,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41750,Elliston (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,0.4,3.8,0.4,-,0.5,-,0.4,0.3,0.3,6,-,-,-,-,-,-,-,-,95.9,1.9,2,1
41750,Elliston (DC),2012,18.6,9.3,11.4,11.7,17.4,18.6,8.3,3.5,1.2,"1,066",68.5,44.8,43.2,44,7,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41750,Elliston (DC),2013,18.8,7.9,11.4,12.1,17.3,18.8,9.1,3.4,1.1,"1,067",67.6,44.9,44.7,44.8,4,-,3,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41750,Elliston (DC),2014,19,8.2,11,11.3,16.7,18.9,9.7,3.5,1.7,"1,068",66.1,45.6,45.2,45.4,20,-,7,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41750,Elliston (DC),2015,19.3,7.7,10.6,11.6,15.6,18.7,11.1,3.4,2.1,"1,071",64.1,46.2,44.9,45.5,10,-,11,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41750,Elliston (DC),2016,20.7,6.9,10.2,10.7,16.3,19.5,9.9,3.9,1.9,"1,070",63.6,47.8,44.7,45.9,15,-,10,-,0.2,2.9,0.9,3.3,0.3,-,0.4,-,-,-,-,6,0.9,64.1,-,-,-,-,27.5,7.8,91.9,2.3,5.3,0.7
41750,Elliston (DC),2017,20.9,6.3,10,10.7,15.1,21.3,10.2,3.8,1.9,"1,054",63.3,48.3,45.1,46.5,-,-,8,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41830,Flinders Ranges (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.6,0.5,5,0.2,-,0.3,0.2,0.4,0.3,-,6.9,-,-,-,-,-,-,-,-,91.9,2.5,5.7,3.9
41830,Flinders Ranges (DC),2012,17.6,10.6,8.7,11.4,15.2,16.6,10.9,5.9,3.1,"1,721",62.5,46.3,46.6,46.5,22,2.9,26,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41830,Flinders Ranges (DC),2013,16.6,10.7,9.8,10.9,15.5,15.7,11.9,5.5,3.4,"1,717",62.6,46.2,46.7,46.4,20,2.7,22,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41830,Flinders Ranges (DC),2014,16.8,10.1,10.3,10.1,15.8,16,12.8,5.2,3,"1,710",62.2,46.9,46.6,46.8,12,2.3,18,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41830,Flinders Ranges (DC),2015,16.4,10.2,10,10.3,16.2,15.8,13.2,5.7,2.2,"1,703",62.5,47.7,46.5,46.9,15,1.9,17,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41830,Flinders Ranges (DC),2016,15.8,9.9,9,10.2,14.9,16.7,15.2,6.5,1.8,"1,693",60.7,48.9,48.4,48.7,12,1.6,18,-,0.4,13.4,0.5,5,0.4,-,0.2,-,0.5,0.3,0.3,6.9,0.9,54.3,-,0.2,-,0.2,33.3,10.6,91.8,1.8,6.1,3.6
41830,Flinders Ranges (DC),2017,16.4,8.6,9.7,9.9,14.3,16.5,16.6,6.2,1.9,"1,689",59,50,47.8,49.1,-,-,22,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41960,Franklin Harbour (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.7,3.5,0.3,-,0.2,-,-,0.3,0.5,5.5,-,-,-,-,-,-,-,-,89.5,2.4,8.3,1.2
41960,Franklin Harbour (DC),2012,18.9,10.4,8.9,11.6,15.4,15.6,13.3,4.1,1.9,"1,281",61.8,45.1,45.2,45.1,10,1.8,6,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41960,Franklin Harbour (DC),2013,17.5,9.8,8.8,11.5,15.8,15.4,14.1,4,3,"1,295",61.4,46.1,46.9,46.3,21,2,25,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41960,Franklin Harbour (DC),2014,17.3,9.9,8.6,10.8,15.8,15.3,15.4,3.5,3.4,"1,307",60.4,46.4,47.9,47,18,2.5,4,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41960,Franklin Harbour (DC),2015,16.9,9.8,8.7,9.8,15.9,15.1,17,2.7,4,"1,331",59.4,46.9,49.4,47.7,9,-,13,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41960,Franklin Harbour (DC),2016,17.8,8.8,8.7,9.3,13.9,15.5,17.2,5.2,3.5,"1,334",56.2,48.7,49.4,48.9,10,2.1,14,-,0.5,2.2,0.6,3.4,0.2,-,-,-,-,0.3,0.7,5.2,0.8,56.5,-,-,-,-,30.1,12.4,86.4,2.6,10.8,0.8
41960,Franklin Harbour (DC),2017,17.9,7.8,9.5,8.8,13.1,16.2,17.1,6.2,3.5,"1,322",55.3,49.1,50.4,49.6,-,-,18,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42030,Gawler (T),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,0.7,14.2,1.6,0.1,0.7,0.1,0.3,0.4,0.4,18.6,-,-,-,-,-,-,-,-,89.5,5.6,4.9,4
42030,Gawler (T),2012,17.9,13.9,12,11.9,14.4,11.6,9.2,6.7,2.4,"21,274",63.8,39.6,41.7,40.7,239,2,172,6.2,517.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42030,Gawler (T),2013,17.9,13.8,12.3,11.5,14.1,11.8,9.3,6.7,2.5,"21,656",63.6,39.5,41.9,40.8,252,1.9,188,6,526.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42030,Gawler (T),2014,17.8,13.8,12.4,11.3,13.9,12,9.5,6.6,2.6,"22,275",63.4,39.2,42.1,40.7,271,1.9,202,5.8,541.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42030,Gawler (T),2015,18,13.4,12.6,11.1,13.6,12.4,9.7,6.7,2.6,"22,707",63,39.3,42.3,40.9,250,1.8,207,6,552,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42030,Gawler (T),2016,18.1,13.3,12.5,10.8,13.4,12.6,9.7,6.7,2.9,"23,355",62.6,39.2,42.3,40.8,275,1.9,207,5.9,567.7,1.7,0.8,12.7,1.4,0.2,1.1,0.2,0.3,0.5,0.5,17.6,0.8,51.3,0.2,0.2,-,0.5,38,9.1,89.1,5.2,5.7,4.3
42030,Gawler (T),2017,18,13.4,12.5,10.9,13.2,12.5,9.7,6.8,3,"23,702",62.5,38.7,42.4,40.6,-,-,227,5.8,576.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42110,Goyder (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,0.9,7,0.5,-,0.6,0.1,0.3,0.2,0.1,9.7,-,-,-,-,-,-,-,-,92.5,3.1,4.4,2
